"","Date","EMP","EMP_PART","EMP_TEMP","UNEMP_RATE","UNEMP_DURA_6mth","UNEMP_DURA_6.12mth","UNEMP_DURA_12mth.","UNEMP_DURA_24mth.","EMP_RATE","EMP_ACT","EMP_ACT_RATE","CLAIMS","CLAIMS_RATE","TOT_WEEK_HRS","AVG_WEEK_HRS","AVG_WEEK_HRS_FULL","AWE_ALL","AWE_CONS","AWE_MANU","AWE_PRIV","AWE_PUB","AWE_SERV","VAC_TOT","VAC_CONS","VAC_MANU","IOP_PROD","IOP_CAP_GOOD","IOP_DUR","IOP_ENER","IOP_GOOD","IOP_INT_GOOD","IOP_MACH","IOP_MANU","IOP_MINE","IOP_NON_DUR","IOP_PETRO","IOP_OIL_EXTRACT","IOS","IOS_45","IOS_46","IOS_47","IOS_G","IOS_EDUC","IOS_PNDS","RSI","CAR_REGIS","RETAIL_TRADE_INDEX","AVG_WEEK_RETAIL_SALE","AVG_WEEK_RETAIL_SALE_NON_FOOD","CPIH_ALL","CPI_ALL","CPI_EX_ENER","CPI_GOOD","CPI_DUR","CPI_NON_DUR","CPI_SERV","CPI_CLOTH","CPI_TRANS","RPI_ALL","RPI_GOOD","RPI_SERV","RPI_HOUSE","EXP_TOT","EXP_GOOD","IMP_ALL","IMP_GOOD","EXP_FUEL","IMP_FUEL","EXP_OIL","IMP_OIL","EXP_MACH","IMP_MACH","EXP_METAL","IMP_METAL","EXP_CRUDE_MAT","IMP_CRUDE_MAT","GBP_BROAD","GBP_CAN","GBP_EUR","GBP_JAP","GBP_US","OIL_PRICE","BANK_RATE","CONS_CREDIT_ex_student_loan","TOT_LENDING_APP","TOT_HOUSE_APP","MORT_FIXED_RATE_5YRS","MORT_FIXED_RATE_2YRS","M1","M2","M3","M4","LIBOR_3mth","SONIA","BGS_5yrs_yld","BGS_10yrs_yld","BGS_20yrs_yld","FTSE_ALL","FTSE250","VIX","SP500","UK_focused_equity","EUR_UNC_INDEX","BCI","CCI","CLI","PPI_MANU","PPI_MACH","PPI_OIL","PPI_METAL","PPI_MOTOR"
"1","1998-01-01","0.000975792909102324","0.00255581586919362","0.00228310601456894","0","0.00524385050601062","0.00711746776886457","-0.020548668227387","-0.0364696797813915","0","0.000999500333083603","0","-0.00711493574188715","-0.100000000000001","-0.000794777220377796","-0.00301659353942574","-0.00259403517704637","0.00198921845728607","0.000381640955426963","0.00101412942350121","0.00197492913328859","0.00458666123573312","0.00161708145862338","-0.000196514518640464","-0.00500476637639504","-0.00186588380243942","0.00338028490882358","0","-0.0219789067187754","-0.00257842858794444","-0.0185381209989108","0.0207530145862913","0.0107080142724723","0.0016406894574601","0.021720310892662","-0.0166948785721699","-0.0190068170871669","0.0211676831583496","-0.0050633019565467","-0.0410888797802418","-0.0752032079878013","0","-0.0342007960857842","-0.00996272250367447","0.00410678195265346","0","0.00581861163886277","0.00489007763159233","-0.00218455979848642","-0.00432088866126534","0.00067385316226632","0.00104836032746846","0.00130374299486027","-0.00240249525370177","-0.00708293705109258","0.00211572027248751","0.00322134895555077","-0.00427861073772862","0.00405290815610417","0.0019377607609424","-0.00042094635803106","0.00325262174204175","0.0054364089189169","-0.0330577520489737","-0.0524517830102482","-0.0432632313422872","-0.0625162927254479","0.0586965529951922","-0.0799522058408133","0.230593851290765","-0.143100843640673","-0.102222534310377","-0.104078906570294","0.0733312730855493","-0.124454174473406","0.0164387263431598","-0.108557877981558","0.0104286247486387","-0.00516578190712025","-0.00549305963779206","-0.0157643823672462","-0.0148105893883282","-0.123108599948428","0","0.0107883538828784","-0.0338903466827372","-0.021585935027792","-0.0900000000000007","0","0.00721374807540798","0.00272666653629372","0.00843539564726647","0.0120130189546597","-0.139","0.13","-0.2892","-0.2761","-0.0533602699861349","0.0508145134277314","0.0153177697809497","21.46999931","0.0100990103150949","0.0551864155672908","-15.82274","-0.3018","-0.168900000000008","-0.0135000000000076","-0.00469214335895301","0.000912759680275442","-0.0293971849101154","0","0.00211864486028546"
"2","1998-02-01","0.000712477765210551","0.00254930032343381","-0.00686501551968011","0","0.00625653761430556","-0.0434851119397388","0.0051768881795331","0.0169975763685715","0.0999999999999943","0.000606352452011905","0.100000000000009","-0.0142386987780565","0","0.00419382875945207","0.00301659353942574","0.00259403517704637","0.00397669576412522","0.000538440538711978","0.00344601664780999","0.00250504542436767","-0.000316318756368816","0.00431576002723635","0.00628666196227655","0.0121855973727982","-0.00778793152591381","0.0078431774610257","0.0292296383149386","0.0885533973414452","0.00143328102507034","0.0226114463865468","-0.00128452169235604","0.0117648415795868","0.0081633106391612","-0.027777042264769","-0.0050633019565467","-0.014356955602711","-0.0292916521076227","0.0050633019565467","-0.00669538608298481","0.0503165274083353","-0.000985707324758778","0.0177980226443273","0.00623832341269193","0.00204708362172479","-0.00156617103274481","-0.0047582029731732","-0.00162742025229434","0.000857324211185784","0.0019265231373744","0.00168269205009235","0.00129670361599667","0.00154341778016272","0.000779859209402234","-0.00178325227620741","0.00824194541395176","0.00320898143929649","-0.00358032848714859","0.000616491351982564","0.0027709608737396","0.00295381834266137","0.00304771368757638","0.00570006174300854","0.00327368253955562","0.00106876439645553","0.045355314030056","0.0537848231435216","-0.0439720197038049","0.0423267441693689","-0.0846595819457558","0.22748823591822","0.0314453287985863","0.0530815139455179","0.0396091380950461","0.0660434123169917","0.0134954814748847","0.0244910200082957","-0.00353524184017484","-0.001104362343053","-0.00522161352147068","-0.0258076308776038","0.0032967062824919","-0.0765924454813836","0","0.0133965532524609","0.0765859910076916","0.085490289663074","-0.159999999999999","-0.0499999999999998","0.0100567216808862","0.00487154553485425","0.00816415400715442","0.00774540022030124","-0.0366","0.0727000000000002","-0.0851999999999995","-0.0517000000000003","-0.106597883353405","0.0562284980266368","0.0675038825233614","18.54999924","0.0680783666566382","0.0649578962747723","-3.57956","-0.250799999999998","-0.00390000000000157","-0.0197000000000003","-0.00540345943389961","0.00049697675194775","-0.0122163970476693","0.00133600554274249","0.00211416569233513"
"3","1998-03-01","0.00112393238266328","0.00314018949628192","-0.000574217644259356","-0.100000000000001","0.00725016122505995","-0.0532445145188127","-0.012121360532344","-0.0084626739187339","0","0.000142617749022023","0","-0.0115094510599567","-0.0999999999999996","0.00203389900622764","0","0.00258732356495095","0.00152698007478512","-0.00188420289262525","0.00273669009096895","0.00322214200653777","0.00184483296589022","0.00146893965064707","0.00851753396970191","0.0174665361470623","-0.00703308137652116","0.00888894741724666","0.0263974718510247","0.0234516610350495","0.0167593753644253","0.00809721023261956","-0.00128617381074481","0.0173917427118688","0.0113178249326609","0.000184077312990638","0.00169061747790789","0.0847377523645099","0.00867236490488654","-0.00675678246287958","-0.050182687983324","-0.0728844809733662","-0.00197433430371774","-0.0336354577429541","0.00248447332766233","-0.00409836639228223","-0.00471328445209807","0.0323281701642548","-0.00162992308038756","-0.00398062093416129","-0.00390298281578438","0.00144353323930118","0.00128093904925098","0.000921772361014113","-0.000462891201837953","-0.000519569892501836","0.000282460477625414","0.00384867547563768","-0.00357689851288672","-0.00135206925932484","0.00262410956670852","-0.000524516900714487","0.00293016597538363","0.00695684066847387","0.0158611250131138","0.0203855653202449","0.0336824419770796","0.0419804488248197","0.0231712697458022","0.0438509520716845","0.0153508045961237","-0.0564786041604703","0.0393397678590581","0.111987527425342","-0.060018009726253","-0.0660434123169917","-0.0107817756032889","0.0169919130687362","0.017033475890508","0.000892079666645174","-0.00213252652177526","0.0389222776337013","0.0128987163945568","-0.0714326409191921","0","0.0270074820869279","-0.0421155507976128","-0.0426495571631982","-0.0900000000000007","-0.0600000000000005","0.0171709317465787","0.00577588762576653","0.00247900773857168","0.00713158951292137","0.0228999999999999","0.0626999999999995","-0.00389999999999979","-0.0541","-0.0413494640793876","0.0359632295089316","0.0605047104460308","24.21999931","0.0487384620342608","0.0756790643857634","36.3967","-0.384399999999999","0.0851000000000113","-0.0569999999999879","-0.00279542475590629","-0.00148526756517624","-0.0275858635072114","-0.0040133833134588","0.00631581046812446"
"4","1998-04-01","0.000037442665922427","0.00283265191271376","-0.0132988372239886","0","-0.00103252461418979","-0.0317486983145798","-0.00699303549097063","0.022409901399584","0","-0.000320918542932702","-0.100000000000009","-0.0040377399496121","0","-0.000903444443155266","0","-0.00258732356495095","0.00473828566725236","0.00624715845030264","0.00294666822720376","0.00226264186530909","0.00342077264807857","0.00579054974593966","0.000758350499168557","-0.00458467971882506","-0.00143686412931537","0.00441501820911672","-0.016161967956998","0","0.0175908486781786","0.00603016902659093","0.0115164420615592","-0.0138891121606672","0.00160642604827377","0.00642145129231686","0.00841047850859589","0.0222343671876573","0.0153692246624901","0.0134682170508666","0.0337333572425207","0.102932463333057","-0.00197824001210556","0.0413235790819675","0","0.0102145934097182","0","-0.0728852381228755","0.00488197013498315","0.00356619276869097","0.00458246804300266","0.00159350027060543","0.00130392096264672","0.0000884421605253762","0.000540685536117057","-0.00554145381807134","0.00311496616359533","0.00217467204553019","-0.00390085686250334","0.00388414985628814","0.00474093823938514","0.00173490342718722","0.00296571167925192","0.0107862476632905","-0.0154798925383819","-0.0258267646663128","-0.0319272591993567","-0.0410065121384022","-0.0943136406750309","0.0647745968852558","-0.179346973746146","0.163802509026717","-0.0257405515965878","-0.0927101936337102","0.020408871631207","-0.0451822227932324","0.0187924993493676","-0.0497817358917265","0.00233976272898317","0.0155466466765145","0.00335975505280119","0.0283698236837093","0.00677602808513444","0.0322972119755911","0","0.00826675135373023","0.00961901038878565","-0.0434338593633719","-0.239999999999999","0.12","0.00145857879437727","0.00364353612033952","0.00632564948730518","0.00326582150054122","-0.0314999999999994","-0.1514","-0.17","-0.1671","-0.01819794786046","0.00263167937654174","0.0153376518720094","21.18000031","0.00903552566870935","-0.0087848295557329","-21.8087","-0.540480000000002","0.0546999999999969","-0.131","-0.00447267298175912","0.00233809521338208","-0.0635146101815857","-0.00268456537066886","0.00418848779875169"
"5","1998-05-01","0.000224626559290897","0.00119029920317537","-0.00233100338647496","0","0.0102775827582411","0.0160003413464409","-0.0159154553059002","-0.0111421765532418","0","0.000142643178332236","0","-0.00693883348006263","0","-0.00113045456307237","0","0","0.00401916056184654","0.00543129161922468","0.00233362637027734","0.00288743357232248","0.00367601394150084","0.00354610841223467","-0.00186910772842471","-0.0114800966268268","-0.00279793740283746","-0.00662985853866971","0.0040650462481695","0.0229142595228757","-0.0144970478698623","0.00997017231984998","-0.0166777438417842","-0.00701757265864611","-0.0032154368539743","-0.004215162476779","0.00667782114260529","-0.00501003051953663","-0.00392183882213892","-0.00335008688528227","-0.0117763873238257","-0.127482432745096","0.00887142338741942","-0.0436066850965355","-0.00124146508806522","0.00607904607638243","0.0078431774610257","0.0126133148509346","0.0064725376162178","0.0122240924681254","0.0169418103512502","0.00205192166076248","0.0015901785593558","0.00379093182430586","0.00233711189562567","-0.000673713367148043","0.00157321791568623","0.00356797569768197","-0.00333146993048906","0.00147915576919743","0.00382174839721561","0.00370428682902053","0.00270010846756101","0.00780202868137844","0.00016334086552483","-0.0043053409594993","0.0216541539126283","0.0280039165512118","0.0394826318802597","-0.138094138182939","0.121511282535235","-0.264755490849924","-0.0018810257133417","0.0654736267867637","-0.0733312730855493","0.211309093667206","-0.0490561569891943","0.0458095360312942","-0.0289039278688756","-0.0111404199993196","-0.00943679115130611","0.000456085683170571","-0.0221768054072466","0.0595371214373812","0","0.0157571352091761","0.0468711922105349","0.042433529625864","0.00999999999999979","-0.0199999999999996","0.0110733058607551","0.00421661987552113","0.0102594038532704","0.00383406650182216","-0.0472000000000001","0.00769999999999982","0.0203999999999995","0.0398999999999994","0.00696784100382493","0.00471814187452324","0.0504963171836845","21.31999969","-0.0190056929246536","-0.0420482362434997","13.8466","-0.650000000000006","-0.149299999999997","-0.221400000000003","0.000770433346062744","-0.0000516124847202729","-0.0000543192089497626","-0.00539084863487638","0"
"6","1998-06-01","0.0020940849773492","-0.00372439909098254","-0.00526470944010793","0","0.0292212226837449","0","-0.0363016266762148","-0.0487901641694313","0.100000000000009","0.00245739746507567","0.200000000000003","-0.00430555189660975","-0.0999999999999996","0.000565387022467334","-0.00301659353942574","-0.0051948168771041","-0.00269404371447183","-0.00446670647275477","0.00198052603406133","0.0033266863406306","0.00165553917748804","-0.00264966667773764","0.00625790618104202","0.0185139115800658","-0.0140716646812895","0","0","-0.0229142595228757","0.00894610383574079","-0.0119761910467155","0.00258398076592492","0.0162983817331188","0.00160901080570053","-0.00774340152299491","-0.00835426746985757","0.00800404473214122","0.00284148760294833","0","-0.0109182226038733","0.0867676825812103","-0.0148297329710498","0.0214818888158996","0.00124146508806522","-0.00607904607638243","-0.0109977542095407","0.0618099373774035","-0.0113545077512009","-0.0143399350136661","-0.0301117499790937","-0.000163429660035187","0.000623428790627838","-0.000323008036196274","-0.00214180042815408","-0.00453866389393967","0.00252392183447525","0.00203300729850446","-0.00402333475076714","-0.00276910497490697","0.000991527580185574","-0.000981803712699409","0.00249144453109486","0.0021792940159275","0.00964411224087769","0.00795036311308195","0.0196877513881422","0.0231877939745395","0.0344138030315424","0.245879632294949","0.0177750858395731","0.492250929666591","-0.0123136767812202","0.0309883950511392","-0.102947969252442","0.0301530381706874","-0.0457222493380955","0.0617360905318689","0.0219970199778485","0.0221167483940456","0.00874348294903094","0.0472394397266962","0.00857852126021402","-0.162191275497465","0.2159","0.0114940755648316","0.0226366960590223","0.0115000334506856","-0.0800000000000001","-0.18","0.00722681920101387","0.00262003264788468","0.00625908197211977","0.0101449119316079","0.2259","-0.1187","0.1112","-0.0904999999999996","-0.0701939343054553","-0.0211777781345841","-0.0697508669611988","19.70999908","0.0386804144059028","0.0302137785964969","-20.56089","-0.58538999999999","-0.436400000000006","-0.308199999999999","-0.000855309702304842","0.0012465344755331","-0.00785485974781654","-0.00406229400887881","0"
"7","1998-07-01","0.00201515163166555","-0.000895923607783899","0.0168657676228694","0","0.000992555912751492","0.0615578929994332","-0.0186572576045423","-0.0208031276297636","0.199999999999989","0.00255781872374072","0.100000000000009","-0.000148798452770826","0","0.000903954863814782","0","0","0.0036538805597144","0.00826163497380674","0.00188440495340062","0.00227157621778128","0.0044836374741209","0.00420837769890362","0.00168333684768016","-0.00218496692733183","0.010337608608221","-0.00221975673831309","0.018090945649039","0.0547640854099751","-0.0205265185213763","0.0119761910467155","-0.00647251450561726","-0.0139537147738649","0.00321027563024856","-0.0361825789348513","-0.0050462680676242","-0.0749898909593254","-0.0413795070153729","0.00335008688528227","0.0362607094544174","0.0199077576579247","0.00496772010193425","0.0155386034277791","0.00123992576332022","0.002030457550382","0.00943403223335793","-0.0381146986425343","0.0065041108196171","0.0137847905586632","0.0217710007987684","0.00214407980105885","0.00130628587820622","0.000438269409383688","0.000964234335617089","-0.0021586425865509","0.00144774049694195","0.00322584638387558","-0.00515031223032642","-0.0035118516846821","0.00191387584074333","0.000751513398661143","0.00204886260135066","0.00909934994290545","0.00223517940824003","-0.00171364963536291","-0.0165858744826508","-0.0244232263270394","-0.0412690141105951","-0.203247430499067","-0.0795436543965815","-0.3382935799511","0.00356760992027461","-0.0589876129323557","0.102947969252442","-0.122745824998512","0.0344861760711694","-0.116964848479655","-0.000810304000400386","0.00991594045168942","0.00716766708793757","-0.00115042933378096","-0.0042496421410157","-0.0107040956159445","0.0340999999999996","0.0106043536236733","0.0282589834279339","-0.00399926180663357","0.19","0.14","-0.00311071374301619","0.00802369911946776","0.0131208481052827","0.0169890413456333","0.0921999999999992","0.187399999999999","0.0841000000000003","0.0575999999999999","-0.0101054145987592","-0.00319083984972224","-0.00384101141234439","24.79999924","-0.0116833118938127","-0.0302137785964969","25.38418","-0.529430000000005","-0.541799999999995","-0.361500000000007","0.000161907466072062","-0.000701945696642192","-0.0127201457571199","-0.00954335804690043","0"
"8","1998-08-01","0.000372731004352644","-0.000149398670631129","0.00632367729604066","-0.0999999999999996","-0.0129807114727214","-0.00749067172915741","-0.0113637586503152","-0.0181823190831905","0","-0.000177415063003394","0","-0.00245837647557945","0","0.00248167076039785","0","0.00260078170005773","0.00203228425066464","0.0113654918424238","0.00243713326450019","0.00371372719620951","0.00598625304881177","0.00276395264305643","-0.00752915029919387","-0.026838178534722","-0.0126835461901104","0.00443459706786609","-0.00199401860686432","0.00936044275956371","0.0185763855729357","0.00987174847915417","0","0.00350672480920977","0.00160128136697413","0.0148574161567652","0.00672271439487648","-0.117850170025849","0.0290076545617302","0","0.0162294731669794","-0.0736026919651129","0.00494316379751947","-0.0233993962917136","0","0.00606675268223755","0.00934586241823787","-0.0341034372455979","0.00646193252994554","0.00889077066535648","0.0017848988837379","0.000952340178000059","0.000934049256216292","0.00246294053959194","0.00100812611878062","-0.00476612710057565","0.00206754574511747","0.00211439990290635","-0.00407103166039592","0.000880435574328152","0.00311848567019649","0.00258179122214344","0.00285627445827422","0.00460866645171042","-0.0187078669801917","-0.0286193585699266","-0.0107945652416355","-0.0149873069963302","-0.210752877942301","-0.146574186040395","-0.228307567762688","-0.196811176969973","-0.0167588312983362","0.00440400007164143","-0.0109290705321907","0.0959883758289637","0.0168071183163816","0.0611811564750813","-0.00372745439636368","0.0235085981439614","0.0116089061720787","0.0217458637567187","-0.00714354168842746","-0.0141728091394597","0","0.0119743334221241","-0.0203036278489233","-0.0162966063788925","0.0999999999999996","0.25","-0.000167731096174961","0.0037862044673922","0.00196727020229837","-0.00655922314476243","-0.0779999999999994","0.2026","-0.3226","-0.2613","-0.00577444207354023","-0.113686765020406","-0.135860898013982","44.27999878","-0.157586078728966","-0.152107778197458","4.4568","-0.657179999999997","-0.387100000000004","-0.34711999999999","-0.00423231283510406","-0.000272288626349639","-0.0517049985761877","-0.0013708021337786","0.00104438651790595"
"9","1998-09-01","0.001638367956593","0.00655251786001898","-0.00574714225556772","0","0","0.0149256502166759","-0.0172914971100608","-0.00613498856751615","0","0.0014184399541346","0","-0.0101204057312811","0","0.000675751799563251","0","0","0.00087322357542417","-0.000299490526980143","0.00242626653342596","0.0034823791794284","0.0016566218362208","0.000165687498240486","-0.00350696240714351","-0.0108146173088807","-0.0268929046485618","0.00220994565080268","-0.00199800266267314","-0.00623054975063608","0.00139334006100444","0","0.00904983551991734","0.00233100338647585","0.00159872136369632","0.00772204609391025","0.00501254182354405","-0.0164487412486771","0.00817443243955829","0","-0.0133462419528945","0.0306430661120851","-0.00494316379751947","0.00674159856691947","0.0012383902511468","-0.00201816415623712","-0.00466201310581127","0.0567300452534347","-0.00484256769771285","-0.00567103447091455","-0.00664369395565068","0.00262286246569447","0.00135166385358069","0.00112690330521869","-0.000226983326671116","-0.00281569611494794","0.000779094705733488","0.00383090911555609","-0.00347659400631765","0.00412823203173129","0.00164286571127918","0.0000516027376770952","0.00345349362171437","0.00437359824389288","-0.0031018842038506","0.00136687338021346","0.0224364133674069","0.0314166274575438","0.148981138133717","-0.130590214033707","0.32877248731991","-0.346836494938445","-0.0136122665779617","0.0263096990820451","-0.141411654049828","0.162349423607039","-0.0542215541666389","0.128822002336825","-0.000502499405570234","0.0234374921497496","-0.0101747683240215","-0.0438898132497112","0.0302962040042846","0.113388657120269","0","0.0109078422148201","-0.0319156108155472","-0.0421461533372227","-0.11","-0.0600000000000005","0.00746656841488225","0.00794509913713526","0.00682786553196557","0.0152505515826569","-0.2605","-0.2519","-0.5097","-0.4196","-0.132424730172538","-0.0401336095183114","-0.0518850804585256","40.95000076","0.0605262784253773","0.0316370849431826","91.9454","-0.591610000000003","-0.0999999999999943","-0.265290000000007","-0.00354791636873991","0.0000823612892201795","-0.0508350760355689","-0.0041237171838624","0.00104329691257821"
"10","1998-10-01","0.00226694264352822","0.00709957130830929","0.00172761344437777","0","0","-0.022472855852059","-0.0156253179030807","-0.028082968742825","0.200000000000003","0.00159334370258613","0.0999999999999943","-0.00400136429088072","0","0.000337704736703692","-0.00302572091653719","0","0.000364185915185893","-0.00432010456796784","0.00127619186667549","0.00160709714383597","0.000474061442632961","-0.000111707904178034","-0.00018423898994783","0.00469672392494556","-0.0126575519185546","0.00440529346791596","0.0158733491562901","0.012422519998557","0.0113527454951017","0.00782782862024689","-0.0116506172199751","0.0230159757009218","0.00478088560034262","-0.00999348375422215","0.00498754151103942","0.0391498355706492","-0.00326175880376933","0.0050041805845753","-0.0135267762982014","-0.012422519998557","-0.00895974137147171","-0.0101295182388554","0","0.00804833318282805","-0.00625002034517141","-0.051238613958601","-0.00486613231916788","-0.00563960537773234","-0.0126647102608874","0.000758970316191967","0.00128575484444894","0.00127270605793323","-0.000244281678252242","-0.00246767963888988","0.00371963766282825","0.00341832638418879","-0.00454602813798804","0.00186896659000422","0.00224978278948375","0.000784808611523401","0.00287706255852333","0.00571526702396925","-0.00369085418709858","0.00382611456929105","-0.0244360857294375","-0.0287014479453251","-0.0388549264028768","0.0577700720644136","-0.155359139188826","0.0109290705321907","0.0201097025032286","-0.00989326299947457","0.274943046674351","-0.0233246725664094","0.0486505091171834","-0.127833371509885","-0.0222239567667391","0.0222896721977791","-0.00813594942545507","-0.0982922857392028","0.00769826742575253","-0.0491650470229321","-0.1932","0.0129704028516713","0.0716148865025925","0.014246998624202","-0.27","-0.359999999999999","0.0149514449532422","0.00556389962969028","0.00360299732125391","0.000318632215636327","-0.2492","0.2744","-0.400600000000001","-0.1396","-0.176740577727773","0.0660202227381372","0.0571363442440003","28.04999924","0.0772334377110004","0.0538850884949795","-85.35274","-0.529139999999998","0.0312999999999874","-0.159080000000003","-0.00186229041330678","0.000116750032071654","0.00195198801095475","-0.0265193489282227","0"
